Statistical profiling result from profilerSinConsole.log, (9363 ticks, 23 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    1.3%      LazyCompile: ~channel node:diagnostics_channel:97:17
      1  100.0%        Function: ~<anonymous> node:_http_client:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:316:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      1    1.3%      LazyCompile: ~appendersForCategory /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/categories.js:197:30
      1  100.0%        LazyCompile: ~sendLogEventToAppender /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/log4js.js:36:32
      1  100.0%          LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/clustering.js:25:21
      1  100.0%            t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1    1.3%      LazyCompile: ~addLevelMethods /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/logger.js:221:25
      1  100.0%        t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1  100.0%          Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/logger.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1    1.3%      LazyCompile: ~_addListener node:events:541:22
      1  100.0%        LazyCompile: ~addListener node:events:604:58
      1  100.0%          LazyCompile: ~getStdout node:internal/bootstrap/switches/is_main_thread:146:19
      1  100.0%            t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1    1.3%      LazyCompile: ~__extends /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/binary.js:9:21
      1  100.0%        Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/binary.js:268:36
      1  100.0%          Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/binary.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1    1.3%      LazyCompile: ~Socket.connect node:net:1018:36
      1  100.0%        LazyCompile: ~connect node:_tls_wrap:1602:35
      1  100.0%          LazyCompile: ~makeConnection /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connect.js:256:24
      1  100.0%            LazyCompile: ~connect /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connect.js:30:17
      1    1.3%      LazyCompile: ~Socket._read node:net:642:34
      1  100.0%        LazyCompile: ~<anonymous> node:net:647:26
      1  100.0%          LazyCompile: ~onceWrapper node:events:622:21
      1  100.0%            Function: ^emit node:events:460:44
      1    1.3%      LazyCompile: ~Socket node:net:294:16
      1  100.0%        Function: ^TLSSocket node:_tls_wrap:466:19
      1  100.0%          Function: ^connect node:_tls_wrap:1602:35
      1  100.0%            Function: ^makeConnection /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connect.js:256:24
      1    1.3%      LazyCompile: ~Server /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/socket.io/dist/index.js:79:16
      1  100.0%        Script: ~<anonymous> file:///Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/server.js:1:1
      1  100.0%          t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1  100.0%            T node::loader::ModuleWrap::Evaluate(v8::FunctionCallbackInfo<v8::Value> const&)
      1    1.3%      LazyCompile: ~ReadPreference /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/read_preference.js:26:16
      1  100.0%        Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/read_preference.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1    1.3%      LazyCompile: ~ObjectId /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/objectid.js:24:22
      1  100.0%        Function: ^deserializeObject /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          Function: ^deserializeObject /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            Function: ^deserialize /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/deserializer.js:36:21
      1    1.3%      LazyCompile: ~Module._load node:internal/modules/cjs/loader:771:24
      1  100.0%        LazyCompile: ~<anonymous> node:internal/modules/esm/translators:161:67
      1  100.0%          T node::loader::ModuleWrap::Evaluate(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            LazyCompile: ~run node:internal/modules/esm/module_job:188:12
      1    1.3%      LazyCompile: ~Long.add /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/long.js:252:35
      1  100.0%        LazyCompile: ~Long.subtract /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/long.js:720:40
      1  100.0%          LazyCompile: ~Long.sub /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/long.js:726:35
      1  100.0%            LazyCompile: ~Long.compare /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/long.js:291:39
      1    1.3%      LazyCompile: ~GetIntrinsic /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/get-intrinsic/index.js:253:39
      1  100.0%        LazyCompile: ~callBoundIntrinsic /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/call-bind/callBound.js:9:45
      1  100.0%          Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/side-channel/index.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1    1.3%      LazyCompile: ~Gauge._computeTheme /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/gauge/index.js:85:42
      1  100.0%        LazyCompile: ~Gauge /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/gauge/index.js:19:16
      1  100.0%          Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/npmlog/log.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1    1.3%      LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connection_pool.js:361:48
      1  100.0%        LazyCompile: ~callback /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connect.js:63:31
      1  100.0%          LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connect.js:128:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/auth/scram.js:152:83
      1    1.3%      LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connection_pool.js:302:27
      1  100.0%        LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/sdam/server.js:211:101
      1  100.0%          LazyCompile: ~handleOperationResult /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/sdam/server.js:327:42
      1  100.0%            LazyCompile: ~onMessage /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connection.js:156:14
      1    1.3%      LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/categories.js:72:40
      1  100.0%        LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/configuration.js:47:34
      1  100.0%          t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1  100.0%            LazyCompile: ~configure /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/configuration.js:42:19
      1    1.3%      LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/dotenv/lib/main.js:77:42
      1  100.0%        t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      1  100.0%          LazyCompile: ~config /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/dotenv/lib/main.js:58:17
      1  100.0%            Script: ~<anonymous> file:///Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/server.js:1:1
      1    1.3%      Function: ~<anonymous> node:dns:1:1
      1  100.0%        Function: ^compileForInternalLoader node:internal/bootstrap/loaders:316:27
      1  100.0%          Function: ^compileForPublicLoader node:internal/bootstrap/loaders:263:25
      1  100.0%            Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      1    1.3%      Function: ~<anonymous> node:_http_outgoing:1:1
      1  100.0%        Function: ^compileForInternalLoader node:internal/bootstrap/loaders:316:27
      1  100.0%          Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      1  100.0%            Function: ~<anonymous> node:_http_client:1:1
      1    1.3%      Function: ~<anonymous> node:_http_agent:1:1
      1  100.0%        Function: ^compileForInternalLoader node:internal/bootstrap/loaders:316:27
      1  100.0%          Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      1  100.0%            Function: ~<anonymous> node:http:1:1
      1    1.3%      Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongoose/lib/query.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:992:33
      1    1.3%      Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      1    1.3%      Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      1  100.0%        Function: ^writevGeneric node:internal/stream_base_commons:122:23
      1  100.0%          Function: ^Socket._writeGeneric node:net:848:42
      1  100.0%            Function: ^Socket._writev node:net:880:36
      1    1.3%      Function: ^<anonymous> node:internal/validators:245:42
      1  100.0%        Function: ^compileFunction node:vm:316:25
      1  100.0%          Function: ^wrapSafe node:internal/modules/cjs/loader:1040:18
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
     27   22.5%    LazyCompile: *compileFunction node:vm:316:25
     27  100.0%      Function: ^wrapSafe node:internal/modules/cjs/loader:1040:18
     27  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
     27  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
     27  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:992:33

    110    1.2%  /usr/lib/system/libsystem_malloc.dylib
     67   60.9%    t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
     14   20.9%      t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      4   28.6%        Function: ^readPackage node:internal/modules/cjs/loader:301:21
      3   75.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      2   66.7%            Function: ^trySelf node:internal/modules/cjs/loader:452:17
      1   33.3%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      1   25.0%          Function: ^tryPackage node:internal/modules/cjs/loader:349:20
      1  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      2   14.3%        Function: ^stat node:internal/modules/cjs/loader:151:14
      2  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:395:17
      2  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:411:23
      2   14.3%        Function: ^FastBuffer node:internal/buffer:958:14
      2  100.0%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      2  100.0%            Function: ^allocate node:buffer:403:18
      1    7.1%        LazyCompile: ~resolvePackageTargetString node:internal/modules/esm/resolve:499:36
      1  100.0%          LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      1  100.0%            LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      1    7.1%        LazyCompile: ~enable /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/knex/node_modules/debug/src/common.js:162:17
      1  100.0%          LazyCompile: ~setup /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/knex/node_modules/debug/src/common.js:7:15
      1  100.0%            Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/knex/node_modules/debug/src/node.js:1:1
      1    7.1%        LazyCompile: ~compile /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:571:21
      1  100.0%          LazyCompile: ~compile /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:381:35
      1  100.0%            LazyCompile: ~handleCache /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:210:21
      1    7.1%        Function: ^writeOrBuffer node:internal/streams/writable:367:23
      1  100.0%          Function: ^_write node:internal/streams/writable:285:16
      1  100.0%            Function: ^Writable.write node:internal/streams/writable:335:36
      1    7.1%        Function: ^debug /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/debug/src/common.js:66:17
      1  100.0%          Function: ^configForCategory /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/categories.js:173:27
      1  100.0%            Function: ^getEnableCallStackForCategory /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/categories.js:205:39
      1    7.1%        Function: ^compileFunction node:vm:316:25
      1  100.0%          Function: ^wrapSafe node:internal/modules/cjs/loader:1040:18
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      2    3.0%      LazyCompile: *realpathSync node:fs:2460:22
      2  100.0%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      2  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      1   50.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      1   50.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2    3.0%      LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      2  100.0%        Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      2  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:1020:36
      2    3.0%      Function: ^store.generate /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:158:28
      2  100.0%        Function: ^generate /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:363:22
      2  100.0%          Function: ^session /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:179:26
      2  100.0%            Function: ^handle /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/layer.js:86:49
      2    3.0%      Function: ^randomBytes node:internal/crypto/random:93:21
      2  100.0%        Function: ^randomBytesSync /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/random-bytes/index.js:72:25
      2  100.0%          Function: ^uidSync /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/uid-safe/index.js:75:18
      2  100.0%            Function: ^generateSessionId /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:518:27
      2    3.0%      Function: ^hash /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:596:14
      2  100.0%        Function: ^isModified /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:425:24
      2  100.0%          Function: ^shouldSave /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:440:24
      2  100.0%            Function: ^end /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express-session/index.js:250:27
      2    3.0%      Function: ^getPathFromURLPosix node:internal/url:1412:29
      2  100.0%        Function: ^fileURLToPath node:internal/url:1430:23
      1   50.0%          Function: ^getPackageScopeConfig node:internal/modules/esm/resolve:253:31
      1  100.0%            Function: ^getPackageType node:internal/modules/esm/resolve:843:24
      1   50.0%          Function: ^finalizeEsmResolution node:internal/modules/cjs/loader:962:31
      1  100.0%            Function: ^resolveExports node:internal/modules/cjs/loader:483:24
      2    3.0%      Function: ^decode /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/send/index.js:997:17
      2  100.0%        Function: ^pipe /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/send/index.js:506:43
      2  100.0%          Function: ^serveStatic /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/serve-static/index.js:72:31
      1   50.0%            LazyCompile: *trim_prefix /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/index.js:293:23
      1   50.0%            Function: ^handle /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/layer.js:86:49
      2    3.0%      Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2  100.0%        Function: ^Module.require node:internal/modules/cjs/loader:1020:36
      2  100.0%          Function: ^require node:internal/modules/cjs/helpers:101:31
      1   50.0%            Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/utils.js:1:1
      1   50.0%            Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/@aws-sdk/client-cognito-identity/dist-cjs/CognitoIdentity.js:1:1
      1    1.5%      LazyCompile: ~toBin /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/commands.js:345:10
      1  100.0%        Function: ^writeCommand /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/message_stream.js:40:17
      1  100.0%          Function: ^write /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connection.js:404:15
      1  100.0%            Function: ^command /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/cmap/connection.js:251:12
      1    1.5%      LazyCompile: ~testEnabled node:internal/util/debuglog:32:19
      1  100.0%        LazyCompile: ~init node:internal/util/debuglog:72:16
      1  100.0%          LazyCompile: ~debug node:internal/util/debuglog:76:15
      1  100.0%            LazyCompile: ~logger node:internal/util/debuglog:95:18
      1    1.5%      LazyCompile: ~serializeObject /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%        LazyCompile: ~serializeInto /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%          LazyCompile: ~serializeObject /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%            LazyCompile: ~serializeInto /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/parser/serializer.js:553:23
      1    1.5%      LazyCompile: ~selectServer /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/sdam/topology.js:254:17
      1  100.0%        LazyCompile: ~connect /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/sdam/topology.js:155:12
      1  100.0%          LazyCompile: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/mongodb/lib/mongo_client.js:136:49
